1,1,1.03174,1.54387e-06
2,1,1.04799,1.52126e-06
3,1,1.06448,1.50428e-06
4,1,1.08122,1.48939e-06
5,1,1.0982,1.4752e-06
6,1,1.11543,1.46107e-06
7,1,1.1329,1.4467e-06
8,1,1.15062,1.43193e-06
9,1,1.16858,1.41668e-06
10,1,1.18678,1.40091e-06
11,1,1.20521,1.3846e-06
12,1,1.22388,1.36775e-06
13,1,1.24279,1.35037e-06
14,1,1.26192,1.33248e-06
15,1,1.28128,1.31409e-06
16,1,1.30087,1.29523e-06
17,1,1.32067,1.27592e-06
18,1,1.34069,1.25619e-06
19,1,1.36092,1.23605e-06
20,1,1.38135,1.21555e-06
21,1,1.40199,1.1947e-06
22,1,1.42283,1.17352e-06
23,1,1.44385,1.15204e-06
24,1,1.46506,1.13029e-06
25,1,1.48645,1.10828e-06
26,1,1.50801,1.08603e-06
27,1,1.52974,1.06357e-06
28,1,1.55162,1.04091e-06
29,1,1.57366,1.01806e-06
30,1,1.59583,9.95049e-07
31,1,1.61815,9.71881e-07
32,1,1.64058,9.48568e-07
33,1,1.66313,9.25121e-07
34,1,1.68579,9.01546e-07
35,1,1.70855,8.77848e-07
36,1,1.7314,8.5403e-07
37,1,1.75432,8.30093e-07
38,1,1.77731,8.06034e-07
39,1,1.80035,7.81849e-07
40,1,1.82344,7.5753e-07
41,1,1.84656,7.33067e-07
42,1,1.8697,7.08446e-07
43,1,1.89284,6.83649e-07
44,1,1.91599,6.58655e-07
45,1,1.93911,6.33439e-07
46,1,1.96221,6.07972e-07
47,1,1.98526,5.82218e-07
48,1,2.00825,5.56137e-07
49,1,2.03117,5.29683e-07
50,1,2.05401,5.028e-07
51,1,2.07674,4.75428e-07
52,1,2.09936,4.47492e-07
53,1,2.12185,4.1891e-07
54,1,2.1442,3.89583e-07
55,1,2.16638,3.59393e-07
56,1,2.1884,3.282e-07
57,1,2.21022,2.95831e-07
58,1,2.23183,2.62072e-07
59,1,2.25322,2.26641e-07
60,1,2.27438,1.89158e-07
61,1,2.29528,1.49071e-07
62,1,2.31591,1.05508e-07
63,1,2.33626,5.6907e-08
1,2,1.04799,3.08259e-06
2,2,1.06449,3.0481e-06
3,2,1.08124,3.01822e-06
4,2,1.09824,2.99039e-06
5,2,1.11549,2.96318e-06
6,2,1.133,2.93578e-06
7,2,1.15075,2.90775e-06
8,2,1.16874,2.87883e-06
9,2,1.18698,2.8489e-06
10,2,1.20547,2.81789e-06
11,2,1.22419,2.78577e-06
12,2,1.24316,2.75256e-06
13,2,1.26236,2.71826e-06
14,2,1.2818,2.68291e-06
15,2,1.30146,2.64655e-06
16,2,1.32135,2.60923e-06
17,2,1.34147,2.57099e-06
18,2,1.3618,2.53187e-06
19,2,1.38235,2.49193e-06
20,2,1.40311,2.45122e-06
21,2,1.42407,2.40978e-06
22,2,1.44523,2.36766e-06
23,2,1.46659,2.3249e-06
24,2,1.48814,2.28156e-06
25,2,1.50986,2.23766e-06
26,2,1.53176,2.19326e-06
27,2,1.55383,2.14837e-06
28,2,1.57606,2.10305e-06
29,2,1.59844,2.05732e-06
30,2,1.62097,2.01121e-06
31,2,1.64363,1.96473e-06
32,2,1.66642,1.91792e-06
33,2,1.68933,1.87078e-06
34,2,1.71234,1.82334e-06
35,2,1.73546,1.7756e-06
36,2,1.75866,1.72756e-06
37,2,1.78195,1.67922e-06
38,2,1.8053,1.63059e-06
39,2,1.8287,1.58164e-06
40,2,1.85215,1.53236e-06
41,2,1.87564,1.48274e-06
42,2,1.89914,1.43274e-06
43,2,1.92265,1.38233e-06
44,2,1.94616,1.33146e-06
45,2,1.96965,1.28009e-06
46,2,1.99311,1.22815e-06
47,2,2.01652,1.17559e-06
48,2,2.03988,1.12231e-06
49,2,2.06316,1.06823e-06
50,2,2.08635,1.01324e-06
51,2,2.10945,9.57214e-07
52,2,2.13242,9.00017e-07
53,2,2.15527,8.41482e-07
