5,1,1.44765,4.32931e-06
6,1,1.5354,2.36705e-05
7,1,1.62612,3.24714e-05
8,1,1.71935,3.59207e-05
9,1,1.81452,3.62877e-05
10,1,1.91098,3.47088e-05
11,1,2.00797,3.17863e-05
12,1,2.10466,2.78222e-05
13,1,2.20014,2.29104e-05
14,1,2.29344,1.69544e-05
15,1,2.38354,9.60247e-06
5,2,1.54105,3.88638e-05
6,2,1.63446,6.34354e-05
7,2,1.73104,7.59371e-05
8,2,1.83028,8.04553e-05
9,2,1.93159,7.97121e-05
10,2,2.03426,7.53557e-05
11,2,2.1375,6.83421e-05
12,2,2.24042,5.91755e-05
13,2,2.34206,4.80331e-05
14,2,2.44137,3.48071e-05
15,2,2.53727,1.90755e-05
4,3,1.54486,4.49864e-05
5,3,1.64049,9.47432e-05
6,3,1.73993,0.000121182
7,3,1.84273,0.000133393
8,3,1.94837,0.00013614
9,3,2.05622,0.000132275
10,3,2.16551,0.000123551
11,3,2.2754,0.000111019
12,3,2.38495,9.52547e-05
13,3,2.49313,7.64829e-05
14,3,2.59884,5.46353e-05
15,3,2.70092,2.93591e-05
3,4,1.54722,9.22399e-05
4,4,1.64459,0.000144578
5,4,1.74637,0.000179945
6,4,1.85221,0.000199452
7,4,1.96164,0.000206707
8,4,2.07409,0.000204704
9,4,2.18888,0.000195579
10,4,2.30522,0.000180761
11,4,2.42219,0.000161152
12,4,2.5388,0.000137269
13,4,2.65395,0.000109332
14,4,2.76647,7.73283e-05
15,4,2.87512,4.10286e-05
1,5,1.4551,0.000166912
2,5,1.54852,0.000194446
3,5,1.64715,0.000235739
4,5,1.75077,0.000267068
5,5,1.8591,0.000287399
6,5,1.97175,0.000296673
7,5,2.08823,0.000296084
8,5,2.20793,0.000287064
9,5,2.33012,0.000270837
10,5,2.45395,0.000248303
11,5,2.57846,0.000220057
12,5,2.70258,0.000186452
13,5,2.82515,0.000147659
14,5,2.94491,0.000103717
15,5,3.06056,5.45561e-05
1,6,1.54914,0.000374737
2,6,1.64857,0.000380796
3,6,1.75353,0.000394893
4,6,1.86381,0.000406867
5,6,1.97911,0.000412713
6,6,2.09902,0.000410889
7,6,2.223,0.000401137
8,6,2.35041,0.000383734
9,6,2.48047,0.000359068
10,6,2.61228,0.000327457
11,6,2.74481,0.000289108
12,6,2.87693,0.00024414
13,6,3.00739,0.000192633
14,6,3.13487,0.000134684
15,6,3.25796,7.04232e-05
1,7,1.64923,0.000571066
2,7,1.75505,0.000564417
3,7,1.86676,0.000562228
4,7,1.98414,0.000559507
5,7,2.10686,0.000552942
6,7,2.23449,0.000540624
7,7,2.36646,0.000521555
8,7,2.50208,0.000495229
9,7,2.64052,0.000461337
10,7,2.78083,0.000419629
11,7,2.9219,0.000369874
12,7,3.06253,0.000311897
13,7,3.20139,0.000245648
14,7,3.33708,0.000171283
15,7,3.4681,8.91997e-05
1,8,1.75575,0.000763891
2,8,1.86839,0.000749228
3,8,1.98729,0.00073654
4,8,2.11223,0.000723141
5,8,2.24286,0.000706636
6,8,2.37872,0.000685189
7,8,2.51919,0.000657442
8,8,2.66355,0.000622337
9,8,2.81091,0.000578973
10,8,2.96025,0.000526532
11,8,3.11042,0.000464287
12,8,3.2601,0.000391685
13,8,3.40791,0.000308479
14,8,3.55233,0.000214876
15,8,3.69179,0.00011163
1,9,1.86913,0.000958042
2,9,1.98903,0.00093808
3,9,2.1156,0.000918427
4,9,2.24859,0.000897492
5,9,2.38764,0.000873479
6,9,2.53224,0.000844657
7,9,2.68177,0.000809426
8,9,2.83544,0.000766273
9,9,2.9923,0.000713727
10,9,3.15126,0.000650356
11,9,3.3111,0.000574831
12,9,3.47043,0.000486077
13,9,3.62776,0.000383515
14,9,3.78148,0.00026734
15,9,3.92991,0.000138758
1,10,1.98981,0.00115651
2,10,2.11744,0.00113303
3,10,2.25217,0.0011089
4,10,2.39374,0.00108302
5,10,2.54175,0.00105387
6,10,2.69568,0.00101969
7,10,2.85485,0.000978636
8,10,3.01842,0.00092872
9,10,3.18539,0.000867863
10,10,3.3546,0.000793911
11,10,3.52474,0.000704749
12,10,3.69434,0.000598538
13,10,3.86179,0.000474091
14,10,4.02541,0.000331392
15,10,4.18339,0.000172138
1,11,2.11827,0.00136105
2,11,2.25414,0.00133544
3,11,2.39755,0.0013089
4,11,2.54825,0.00128045
5,11,2.70581,0.00124857
6,11,2.86966,0.00121136
7,11,3.0391,0.00116661
8,11,3.21321,0.00111182
9,11,3.39095,0.00104421
10,11,3.57107,0.000960738
11,11,3.75218,0.000858258
12,11,3.9327,0.000733768
13,11,4.11094,0.000584969
14,11,4.28508,0.000411124
15,11,4.45323,0.000214224
1,12,2.25502,0.00157246
2,12,2.39964,0.00154604
3,12,2.55231,0.0015191
4,12,2.71272,0.0014905
5,12,2.88045,0.00145851
6,12,3.05487,0.00142094
7,12,3.23523,0.00137516
8,12,3.42058,0.00131807
9,12,3.60978,0.0012461
10,12,3.80152,0.00115516
11,12,3.9943,0.00104074
12,12,4.18645,0.000898135
13,12,4.37617,0.000723076
14,12,4.56152,0.000512982
15,12,4.74048,0.000269188
1,13,2.40057,0.00179065
2,13,2.55452,0.00176489
3,13,2.71704,0.00173976
